Name,ID,Application_Num,Member_HICN,Plan,Effective_Date,Termination_Date
Michael Salazar,485,29441905,lYB32938,BP4,2020-02-10,2021-02-09
Craig Fuller,145,20569389,kjj28004,BP2,2020-05-25,2021-05-25
Kent Vaughan,157,98369689,hnr24372,BP2,2021-03-11,2022-03-11
Heather Levy,006,5806370,MDo68930,BP2,2021-05-08,2022-05-08
Dr. Bruce Humphrey,961,99611097,VXL58010,BP4,2020-12-22,2021-12-22
Karen Hill,110,30499821,KIT16700,BP4,2022-01-12,2023-01-12
Jacob Larsen,620,62787428,imM91326,BP4,2020-12-08,2021-12-08
Autumn Wright,901,25084361,JiO68600,BP1,2020-09-24,2021-09-24
Justin Martinez,699,78778787,hbu30099,BP4,2021-08-10,2022-08-10
Roberto Martinez,494,58821919,trV92516,BP1,2022-10-18,2023-10-18
Kayla Espinoza,511,47752162,vuP97497,BP3,2020-12-06,2021-12-06
Amanda Callahan,358,21339111,cdX68302,BP3,2021-07-03,2022-07-03
Thomas Gomez,460,14027121,ydV42962,BP1,2021-10-04,2022-10-04
Connie Williams,653,22133806,qKS64394,BP3,2021-01-16,2022-01-16
Renee Flynn,321,36225855,ktU74182,BP1,2021-05-24,2022-05-24
Caroline Moreno,378,48023126,zHI06053,BP3,2021-07-21,2022-07-21
Jennifer Callahan,295,86092409,ZZD18104,BP1,2021-01-23,2022-01-23
John Horton,584,22864447,Rsw88209,BP1,2022-04-23,2023-04-23
James Boyd,271,23164664,RAE37957,BP1,2020-07-09,2021-07-09
Margaret Black,503,84118066,lVE84516,BP3,2022-05-11,2023-05-11
Brandy Snow,596,55796053,JBQ55658,BP4,2020-05-28,2021-05-28
Scott Gonzales,296,24611356,GZz83706,BP1,2021-08-25,2022-08-25
Joseph Sanchez,099,97625420,ADe90176,BP3,2021-12-03,2022-12-03
Alexis Watson MD,377,23922415,ccV80467,BP1,2022-05-13,2023-05-13
Carla Gallegos,368,85463081,eFH04877,BP3,2021-04-26,2022-04-26
Maria Hall,349,22138024,sLO20871,BP1,2021-03-20,2022-03-20
Claudia Esparza,213,36044808,oqG92962,BP1,2021-04-24,2022-04-24
Michael Reed,590,29778046,nyb45754,BP3,2020-08-22,2021-08-22
Cindy Dawson,280,78099545,LPO83038,BP3,2020-11-07,2021-11-07
Jennifer Hendricks,246,76250431,MYy23765,BP3,2022-05-04,2023-05-04
Breanna White,302,88855711,vmJ55907,BP4,2021-12-12,2022-12-12
Willie Miller,913,65112368,ycG87779,BP3,2020-10-13,2021-10-13
Emily Cardenas,224,67088553,fIL96028,BP3,2021-10-19,2022-10-19
Rachel Lopez,094,62124024,FnI38908,BP1,2022-06-02,2023-06-02
Robert Wiggins,179,428112,kCQ36544,BP3,2020-02-06,2021-02-05
Nicole Ford,028,9375548,odL69262,BP2,2022-03-26,2023-03-26
Tammie Haynes,851,87441637,aKL18073,BP1,2022-11-27,2023-11-27
Trevor Barrera,332,50148337,DjE24677,BP1,2022-11-26,2023-11-26
Eric Larsen,528,180210,jMz17366,BP4,2022-02-24,2023-02-24
Nicholas Alvarez,660,68542105,AaC68771,BP4,2021-01-20,2022-01-20
Elizabeth Cox DVM,193,13065405,uEI20641,BP1,2022-06-17,2023-06-17
Courtney Chang,623,54741460,Rva35547,BP4,2022-07-25,2023-07-25
Jennifer Warren,720,33350644,RGo51520,BP3,2020-12-19,2021-12-19
Jessica Palmer,935,29389346,wfe01166,BP1,2020-07-10,2021-07-10
Janet Castro,719,31306718,lux68194,BP1,2022-10-07,2023-10-07
Heidi Benson,808,84970975,ZIa88210,BP2,2021-02-24,2022-02-24
Amy Rasmussen,938,99286039,CGw66447,BP1,2020-07-17,2021-07-17
Joseph Wilson,998,9858865,Qkk59507,BP2,2021-02-24,2022-02-24
Tara Aguirre,814,96392233,NTw34096,BP2,2022-02-09,2023-02-09
Melanie Bennett,129,60137541,MVL55776,BP4,2020-03-28,2021-03-28
Matthew Murphy,609,26884160,ruN73178,BP3,2022-08-09,2023-08-09
Kathleen Wilson,045,52617640,Dis18485,BP4,2022-10-11,2023-10-11
Melissa King,835,48064150,zUh00271,BP3,2022-05-31,2023-05-31
Janice Spencer,515,80883889,NDK79111,BP1,2021-12-30,2022-12-30
Mrs. Sabrina King,436,96830205,Opc14484,BP2,2021-05-25,2022-05-25
Connie Simmons,727,56774559,pXH95137,BP2,2020-08-13,2021-08-13
Keith Miranda,394,7356535,OPw44868,BP1,2021-12-24,2022-12-24
Caitlin Burnett,131,42702342,bAn46763,BP1,2021-06-29,2022-06-29
Benjamin Hall,375,47551175,Gsn36100,BP1,2020-01-16,2021-01-15
Zachary Wilson,110,3161421,YFl14332,BP4,2022-06-17,2023-06-17
Joseph Smith,814,61607309,FZW48536,BP2,2021-05-15,2022-05-15
Stephen Barnes,840,515967,nWN21668,BP2,2020-11-12,2021-11-12
Dustin Hudson,312,75441530,Vre87272,BP2,2020-12-27,2021-12-27
Laura Bush,540,7900112,DXO09170,BP2,2022-01-18,2023-01-18
Edward Cooper,296,76362074,VTo83006,BP3,2021-09-21,2022-09-21
Shannon Leblanc,321,85229470,cWK41538,BP4,2020-05-20,2021-05-20
Katherine Spencer,488,61541999,OnR61260,BP2,2020-05-23,2021-05-23
Derek Buchanan,444,42287813,xCK31433,BP2,2022-03-17,2023-03-17
Adam Huerta,786,94372488,nGN79841,BP4,2022-09-04,2023-09-04
Donna Bentley,130,17511905,MND94504,BP3,2020-10-23,2021-10-23
David Scott,671,26236658,SEM70834,BP3,2021-07-21,2022-07-21
Amanda Hicks,391,11129095,Gte68706,BP2,2022-02-06,2023-02-06
Vernon Mcguire,558,67996477,lwc79716,BP4,2020-02-11,2021-02-10
Emily Patel DVM,739,34480294,krP75783,BP1,2022-08-18,2023-08-18
Sandra Baker,932,25891465,qZk17418,BP4,2022-05-25,2023-05-25
Victoria Lee,043,35991886,HPR38944,BP1,2021-04-29,2022-04-29
Scott Webb,008,93115690,jay64440,BP3,2020-08-29,2021-08-29
Kristin Campbell,209,83589159,YIL56575,BP1,2021-04-01,2022-04-01
Keith Morrison,528,87456694,MaD70322,BP1,2022-05-21,2023-05-21
James Robertson,433,73778803,LQb75707,BP1,2022-01-22,2023-01-22
Megan Edwards,641,10442682,KqI20554,BP4,2020-01-26,2021-01-25
Paul Dougherty,495,74469697,mOr13225,BP4,2021-06-06,2022-06-06
Lindsey Meyer,889,49792987,UZa43229,BP4,2022-08-21,2023-08-21
Stephanie Davidson,702,33922862,gJo82916,BP2,2022-09-10,2023-09-10
Stacey Chambers DDS,303,89284800,coW03318,BP1,2021-10-12,2022-10-12
Brandon Bradford,567,38207585,dcT29985,BP1,2021-04-23,2022-04-23
Steven Brown III,840,37367702,ZKh01638,BP1,2022-02-11,2023-02-11
Sharon Rivera,353,11392295,BKE54873,BP4,2022-01-29,2023-01-29
David Porter,906,82886722,mSL42912,BP3,2022-09-08,2023-09-08
Alexandria Miller,336,37016461,mBf39982,BP1,2021-07-29,2022-07-29
Jacob Huffman,601,85656894,aOi88745,BP1,2022-07-12,2023-07-12
Maria Graham,597,72887372,HIk02301,BP3,2020-04-08,2021-04-08
Christopher Faulkner,778,66334524,Fxc87675,BP1,2020-03-10,2021-03-10
Jessica Bradford,720,14550651,FQO43224,BP2,2020-11-23,2021-11-23
Renee Dennis,251,19750532,ntg58953,BP4,2022-06-29,2023-06-29
Paul Carrillo,694,52573769,Dfu47656,BP1,2021-11-15,2022-11-15
Nicholas Mullins,369,60763480,VXB29240,BP4,2022-10-30,2023-10-30
David Miller,811,74612900,dwh38449,BP2,2020-06-19,2021-06-19
Bill Acosta,836,35724332,ZWU16207,BP3,2021-02-07,2022-02-07
Erik Reeves,145,77719055,Fkg63814,BP2,2021-07-16,2022-07-16
John Carroll,183,71040629,uOC01986,BP3,2021-10-10,2022-10-10
Shannon Hayes,009,73637951,TKy08142,BP3,2021-05-20,2022-05-20
Lisa Fisher,103,97941264,DtU43078,BP1,2020-10-15,2021-10-15
Alexander Edwards,407,60867750,xim36171,BP1,2021-07-17,2022-07-17
Ashley Willis DDS,019,2232384,bgw73967,BP1,2022-11-23,2023-11-23
Cameron Neal,508,55587931,jEt45056,BP3,2022-03-16,2023-03-16
Scott Sims,528,54388377,vIc00351,BP3,2020-04-19,2021-04-19
Leonard Weaver,248,17071084,YZh56486,BP4,2022-05-20,2023-05-20
Jack Sanchez,431,61656589,FlN19030,BP4,2022-06-22,2023-06-22
Amy Thomas,166,6489199,BVR20231,BP1,2021-01-01,2022-01-01
Joan Daniels,928,6879173,lGn17855,BP2,2022-01-02,2023-01-02
Jeff Cardenas,858,1357249,IIt88773,BP1,2022-09-09,2023-09-09
Alyssa Horton,410,24368432,kzS27701,BP1,2022-04-25,2023-04-25
Eric Mcmillan,073,15072246,Igy72962,BP2,2022-11-08,2023-11-08
Thomas Banks,929,79731117,pGy92187,BP4,2020-09-19,2021-09-19
Lisa Sosa,617,45730937,COv41347,BP4,2022-04-19,2023-04-19
Danielle Brown,795,49992307,lfW06645,BP1,2020-04-29,2021-04-29
Michelle Fisher,635,37285545,zxT08872,BP3,2022-12-26,2023-12-26
James Woods,803,11664496,hLP89839,BP3,2021-06-24,2022-06-24
Kristie Paul,419,75937723,QRX10634,BP4,2021-12-16,2022-12-16
Erica Tran,096,64265875,NuR64211,BP1,2020-06-05,2021-06-05
Jennifer Massey,114,53788119,RZJ44886,BP2,2020-03-08,2021-03-08
Shelly Moreno,365,9796944,jnB41305,BP1,2022-06-07,2023-06-07
Christian Little,907,36247795,SOP00637,BP2,2021-01-03,2022-01-03
Jamie Garcia,712,39816540,SaW69518,BP2,2022-02-27,2023-02-27
Jon Swanson,619,44010845,KVU05679,BP3,2021-03-02,2022-03-02
Judy Johnson,238,6707018,zOH14205,BP4,2021-03-19,2022-03-19
Scott Hunter,052,84418556,bHZ25409,BP4,2021-04-05,2022-04-05
Louis Thomas,093,49295386,FlK65579,BP2,2021-11-15,2022-11-15
Jeremy Clark,283,97853410,vLv36045,BP3,2021-10-05,2022-10-05
Regina Lawrence,935,13792818,rcN07767,BP4,2020-11-24,2021-11-24
Michael Nash,409,59310706,LCi04915,BP4,2022-11-18,2023-11-18
Hannah Smith,934,28824339,oxE29139,BP2,2022-05-21,2023-05-21
Julie Lara,687,8888034,jpF77107,BP3,2022-11-14,2023-11-14
Jennifer Goodwin,798,25108325,lmR13893,BP1,2020-06-04,2021-06-04
Sean West,667,94950628,TIW28743,BP2,2020-10-23,2021-10-23
Joseph Bradley,965,87363531,aYP55041,BP1,2022-03-31,2023-03-31
Michael Horne,675,89466627,CsH49365,BP1,2022-08-23,2023-08-23
Arthur Thompson,933,58847787,tig63745,BP1,2020-03-30,2021-03-30
Joseph Aguilar,685,53472907,yJY30868,BP2,2020-07-10,2021-07-10
William Wyatt,289,28225074,IHw74668,BP3,2021-01-04,2022-01-04
Stacey Wright,751,54717837,cFl76729,BP1,2022-05-13,2023-05-13
Sarah Shepherd,376,86488175,Ilb91200,BP4,2022-07-08,2023-07-08
George Adams,158,70020140,FGw80544,BP1,2022-02-07,2023-02-07
Laura Kim,827,15803530,vRk31850,BP4,2022-03-31,2023-03-31
Lance Barry,059,44865294,kyl23767,BP4,2022-10-15,2023-10-15
William Gonzalez,583,53085623,yAT23263,BP1,2022-03-17,2023-03-17
Hayley Rogers,202,83906560,mjr54534,BP3,2022-01-23,2023-01-23
Andrew Jones,301,33306182,aDT78620,BP1,2021-12-24,2022-12-24
Anthony Mueller,336,83663910,niZ56342,BP1,2020-02-20,2021-02-19
Brian Marquez,146,81645175,OOf47681,BP2,2020-06-28,2021-06-28
Jennifer Cooper,440,36926976,RYO16998,BP1,2022-05-21,2023-05-21
Robert Klein,822,39467902,mGe44293,BP4,2021-12-18,2022-12-18
Tiffany Lopez,282,8693133,MJa31656,BP3,2022-12-22,2023-12-22
Evan Sanders,553,81739876,qFh99542,BP2,2022-02-18,2023-02-18
John Maddox MD,831,10267311,UjX77311,BP2,2020-09-01,2021-09-01
Patrick Perez,377,24484188,Guz10394,BP3,2020-11-06,2021-11-06
Mark Todd,945,14092584,WKI01526,BP3,2021-07-31,2022-07-31
Richard Collins,389,63045900,dYq85282,BP1,2021-05-18,2022-05-18
Michael Levine,458,23566618,rTy61567,BP3,2021-07-27,2022-07-27
Tyrone Morgan,109,68658046,rwi20260,BP4,2022-10-01,2023-10-01
Tammy Vincent,635,44830756,GQq45897,BP4,2021-09-25,2022-09-25
Melissa Riley,748,79384667,Mvw81533,BP1,2020-10-03,2021-10-03
Ms. Karen Gross,882,76590601,seH47323,BP4,2022-06-21,2023-06-21
Devon Turner,754,45378741,ydO95116,BP2,2022-02-20,2023-02-20
Sherri Fisher,234,35877804,haG51057,BP4,2022-02-25,2023-02-25
Dawn Martin,074,13608929,BZf64552,BP1,2020-08-09,2021-08-09
Tyrone Fleming,566,33424043,BAx99675,BP2,2021-11-07,2022-11-07
Ricky White,250,62599675,Lad00908,BP2,2022-04-12,2023-04-12
Brandy Quinn,592,92171950,orL48411,BP4,2022-04-13,2023-04-13
Erica Sanders,269,49888613,xJY11041,BP1,2022-05-27,2023-05-27
Michael Horn,163,59079124,TaO21481,BP3,2022-11-03,2023-11-03
Edward Moore,483,46502456,duc57182,BP2,2022-12-06,2023-12-06
Cameron Fuller,687,67718447,PCQ59699,BP3,2022-12-23,2023-12-23
Jack Dorsey,713,73916789,TlQ53206,BP4,2021-08-20,2022-08-20
Mr. Edward Williamson DDS,376,13189027,iIb22448,BP3,2021-08-24,2022-08-24
Abigail Reynolds,034,41972866,iVC29635,BP2,2020-10-05,2021-10-05
Christopher Moore,404,84310139,sBN64622,BP1,2020-12-05,2021-12-05
Jason Brown,666,17001466,jCD54274,BP3,2022-04-10,2023-04-10
Katie Rosario,882,6775805,avk60312,BP3,2020-01-10,2021-01-09
Brittany Durham,006,14192,syT61073,BP4,2022-07-23,2023-07-23
Tammy Middleton,598,86379379,LtI20495,BP2,2021-09-27,2022-09-27
Andrew Reeves,940,20336086,uDr00240,BP1,2020-03-20,2021-03-20
Robyn Jenkins,035,73753505,bPz00133,BP4,2020-10-16,2021-10-16
April Robinson,551,25318186,vSO34862,BP1,2022-08-24,2023-08-24
Michael Stone,599,76898994,ilx24334,BP4,2022-12-13,2023-12-13
Laura Klein,998,22978508,egR71556,BP4,2022-10-21,2023-10-21
Richard Meza,889,97419118,xBa86443,BP4,2022-12-12,2023-12-12
Frank Johnson,722,95963017,jbe13391,BP1,2020-01-10,2021-01-09
Raymond Villarreal,784,38650079,qkL07924,BP3,2021-08-22,2022-08-22
Daniel Rice,866,5158331,sYy70283,BP3,2020-03-28,2021-03-28
Mark Garcia,951,17832647,iVS78002,BP3,2022-05-23,2023-05-23
Brittany Alvarez,716,44971734,euR57655,BP3,2020-07-04,2021-07-04
Matthew Rosales,059,49071623,mSg82973,BP2,2021-04-11,2022-04-11
Daniel Blair,145,76250939,fCf46050,BP1,2022-02-06,2023-02-06
Kim Barton,033,66377201,HOo17418,BP3,2020-09-24,2021-09-24
Robert Stevenson,493,95440728,tSh90194,BP1,2022-08-10,2023-08-10
Angela Taylor,392,23763147,bxx45149,BP3,2020-05-23,2021-05-23
Brian Green,150,47860216,xaL71606,BP4,2021-04-17,2022-04-17
Megan Cruz DDS,651,63019545,Eij09077,BP2,2020-11-13,2021-11-13
Cameron Maynard,459,94874998,pxF36910,BP3,2022-09-13,2023-09-13
Andrew Nelson,536,47827566,PTq10082,BP4,2020-06-10,2021-06-10
Tina Leach,163,15199729,qRP97064,BP3,2022-12-12,2023-12-12
Amanda Rodriguez,566,43458839,ExG88260,BP4,2022-01-18,2023-01-18
Patricia Ross,715,45262980,KFq31813,BP4,2022-09-03,2023-09-03
Kimberly Estrada,546,31541749,JTz10951,BP2,2021-07-27,2022-07-27
Jennifer Barrett,353,40064632,zia56671,BP4,2021-04-16,2022-04-16
Eric Caldwell,569,86930602,IHe56589,BP2,2020-01-20,2021-01-19
Nicole Cooke,265,72370051,KUF19695,BP2,2020-04-23,2021-04-23
Barbara Clarke,337,30829674,RsH53372,BP1,2021-02-08,2022-02-08
Arthur Mann,813,91953442,JSQ19892,BP1,2022-07-12,2023-07-12
Jonathan Jones,684,350500,opV55421,BP1,2021-12-30,2022-12-30
James Frazier,761,79053641,Mfy73763,BP1,2022-10-16,2023-10-16
Edward Perkins,467,14962306,qJd64805,BP1,2021-07-25,2022-07-25
Charles Hernandez,017,34483202,tCq61738,BP1,2020-01-01,2020-12-31
Robert Schaefer,853,27096625,Ucu91040,BP2,2022-06-02,2023-06-02
Jenny Rubio,794,42838885,gvQ21846,BP1,2021-05-26,2022-05-26
David Gonzalez,472,83160118,uwU15397,BP4,2020-11-09,2021-11-09
David Kidd,082,64761182,YCi36906,BP1,2020-05-09,2021-05-09
Christopher Rubio,280,95105795,Gha39074,BP4,2021-10-28,2022-10-28
Nicole Sheppard,158,26837897,qur50011,BP4,2022-07-20,2023-07-20
Tanya Barnes,569,767895,IcF49211,BP4,2022-11-17,2023-11-17
Carlos Hicks,144,42016510,Fkq22457,BP2,2021-09-27,2022-09-27
Justin Carlson,189,980578,NXY77943,BP3,2022-08-05,2023-08-05
Robin Rose,060,23253866,QAy72878,BP1,2021-06-22,2022-06-22
Charles Allison,763,47900811,isj64297,BP4,2022-12-13,2023-12-13
Brooke Miller,065,38244922,CDu15156,BP2,2020-01-24,2021-01-23
Nicole Gonzalez,429,10086476,zNP37476,BP1,2022-08-06,2023-08-06
Jacob Griffin,905,9844526,SxT12341,BP3,2020-04-20,2021-04-20
Ashley Gomez,538,7657604,hPE32152,BP4,2021-06-14,2022-06-14
Katie Wilkins,161,73488875,ApK87482,BP3,2021-10-21,2022-10-21
Jerry Shepherd,631,53590718,pBI03056,BP4,2022-12-01,2023-12-01
Annette Arellano,210,2977244,IpT94717,BP2,2021-11-10,2022-11-10
Larry Ramsey,152,85298948,nqe47066,BP4,2022-03-27,2023-03-27
Christine Blanchard,017,9515132,bZa85917,BP1,2021-07-28,2022-07-28
Amber Hill,947,78493345,rtH72751,BP4,2020-09-12,2021-09-12
Travis Lewis,545,14332738,Iwq17179,BP3,2022-10-13,2023-10-13
Jennifer Hughes,096,37893416,WAc20635,BP4,2020-07-10,2021-07-10
Jeremy Day,476,87163573,dYC33802,BP2,2020-09-19,2021-09-19
